variable,reference_variable,lag_hours,dataset,entity_id,sensor_name,sensor_lat,sensor_lon,traffic_association_count,traffic_association_mode,traffic_association_max_distance_m,traffic_association_ids,dominant_pattern,significant_moments_pct,significant_moments,HH_moments,LL_moments,HL_moments,LH_moments,observed_moments_pct,insufficient_moments_pct,missing_moments,mean_local_moran_i,mean_p_value,variable_signal_pct,map_color
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.09,#9ca3af
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867be9fa,Aquatec - Calle Jorge Juan /Ciudad Jardin,37.614975,-0.992527,1,nearest_fallback,609.2,anprFlowObserved:12,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c200a,Aquatec - Plaza Lopez Pinto,37.604565,-0.985117,2,radius,288.5,anprFlowObserved:2|anprFlowObserved:3,no_signal,0.0,0,0,0,0,0,51.78,12.92,1041,-0.0135,0.7644,2.05,#64748b
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.13,#9ca3af
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.09,#9ca3af
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2386,Aquatec - C/ Salitre,37.604937216,-0.988018993,4,radius,296.7,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:10|anprFlowObserved:8,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,2.13,#64748b
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,2.05,#64748b
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,2.09,#64748b
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOP94e6867c2712,Aquatec - Paseo Alfonso XII,37.5981729,-0.9797907,1,radius,25.7,anprFlowObserved:6,no_signal,0.0,0,0,0,0,0,100.0,100.0,0,,,2.05,#64748b
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.13,#9ca3af
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.09,#9ca3af
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389d9b6,AQN3 - Paseo Alfonso XIII,37.606674,-0.989302,4,radius,273.9,anprFlowObserved:9|anprFlowObserved:17|anprFlowObserved:11|anprFlowObserved:10,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.13,#9ca3af
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.09,#9ca3af
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPa842e389da1e,AQ1 - BusCT,37.6032714,-0.976467,1,nearest_fallback,543.3,anprFlowObserved:4,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,no_signal,0.0,0,0,0,0,0,6.25,2.73,2024,0.8237,0.3882,2.13,#64748b
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,no_signal,0.0,0,0,0,0,0,6.25,2.78,2024,0.8371,0.378,2.05,#64748b
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1c9e,AQ2 - San Francisco,37.6019439,-0.983765,1,nearest_fallback,413.8,anprFlowObserved:8,no_signal,0.0,0,0,0,0,0,6.25,2.78,2024,0.8547,0.3813,2.05,#64748b
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1cd6,AQN4 - Alameda de San Antón,37.608817,-0.992348,2,radius,173.0,anprFlowObserved:12|anprFlowObserved:11,no_signal,0.0,0,0,0,0,0,5.93,0.0,2031,0.3169,0.6633,2.09,#64748b
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,2.13,#64748b
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,2.05,#64748b
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,2.09,#64748b
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd1d56,AQ1 - Puerto,37.5979347,-0.9851199,1,radius,283.5,anprFlowObserved:7,no_signal,0.0,0,0,0,0,0,5.88,5.88,2032,,,2.05,#64748b
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,no_signal,0.0,0,0,0,0,0,5.84,0.0,2033,0.05,0.598,2.13,#64748b
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,no_signal,0.0,0,0,0,0,0,5.84,0.0,2033,0.0628,0.5861,2.05,#64748b
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2cd222e,AQN5 - Av Reina Victoria,37.60998,-0.984489,2,radius,164.3,anprFlowObserved:14|anprFlowObserved:13,no_signal,0.0,0,0,0,0,0,5.84,0.0,2033,0.0726,0.5675,2.09,#64748b
PM25,coches_total,0,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.13,#9ca3af
PM25,coches_total,1,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
PM25,coches_total,2,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.09,#9ca3af
PM25,coches_total,3,air_quality,urn:ngsi:AirQualityObserved:HOPac67b2d5cb4a,"AQN6 - C. Jiménez de la Espada, 43",37.607955,-0.985688,4,radius,203.6,anprFlowObserved:16|anprFlowObserved:2|anprFlowObserved:13|anprFlowObserved:17,no_data_in_window,0.0,0,0,0,0,0,0.0,0.0,2159,,,2.05,#9ca3af
